Index	Tissue	Dataset_ID	Sample_ID	T:Tissue;C:Cellline	Cellline_name	Expression_level
1	Adipose-Cancer	GSE2109	GSM137902	T	None	8.939579
2	Adipose-Cancer	GSE66162	GSM1615580	T	None	7.0768156
3	Adipose-Cancer	GSE66162	GSM1615582	T	None	6.857981
4	Adipose-Cancer	GSE66162	GSM1615585	T	None	7.0552826
5	Adipose-Cancer	GSE66162	GSM1615587	T	None	6.768184
6	Adipose-Cancer	GSE66162	GSM1615602	T	None	6.9188633
7	Adipose-Cancer	GSE66162	GSM1615604	T	None	6.857981
8	Adipose-Cancer	GSE66162	GSM1615609	T	None	6.741467
9	Adipose-Cancer	GSE66162	GSM1615613	T	None	6.7548876
10	Adipose-Cancer	GSE13506	GSM340488	T	None	7.5999126
11	Adipose-Normal	GSE41168	GSM1009760	T	None	7.228819
12	Adipose-Normal	GSE41168	GSM1009772	T	None	6.9068904
13	Adipose-Normal	GSE41168	GSM1009776	T	None	7.5313816
14	Adipose-Normal	GSE41168	GSM1009800	T	None	8.027906
15	Adipose-Normal	GSE41168	GSM1009804	T	None	7.0768156
16	Adipose-Normal	GSE41168	GSM1009812	T	None	7.2573876
17	Adipose-Normal	GSE41168	GSM1009820	T	None	7.139551
18	Adipose-Normal	GSE41168	GSM1009828	T	None	7.3037806
19	Adipose-Normal	GSE41168	GSM1009836	T	None	7.149747
20	Adipose-Normal	GSE41168	GSM1009844	T	None	6.70044
21	Adipose-Normal	GSE41168	GSM1009854	T	None	7.4008794
22	Adipose-Normal	GSE41168	GSM1009872	T	None	7.228819
23	Adipose-Normal	GSE41168	GSM1009886	T	None	7.4676056
24	Adipose-Normal	GSE43346	GSM1060754	T	None	6.794416
25	Adipose-Normal	GSE7307	GSM175834	T	None	8.011228
26	Adipose-Normal	GSE7307	GSM175835	T	None	7.7879024
27	Adipose-Normal	GSE7307	GSM175836	T	None	7.807355
28	Adipose-Normal	GSE7307	GSM175837	T	None	7.61471
29	Adipose-Normal	GSE7307	GSM175994	T	None	7.348728
30	Adipose-Normal	GSE7307	GSM176027	T	None	7.5849624
31	Adipose-Normal	GSE7307	GSM176028	T	None	8.0821495
32	Adipose-Normal	GSE7307	GSM176118	T	None	7.6724253
33	Adipose-Normal	GSE7307	GSM176119	T	None	8.033423
34	Adipose-Normal	GSE7307	GSM176121	T	None	7.4676056
35	Adipose-Normal	GSE13506	GSM340489	T	None	7.2094536
36	Adipose-Normal	GSE13506	GSM340490	T	None	7.098032
37	Adipose-Normal	GSE13506	GSM340491	T	None	7.033423
38	Adipose-Normal	GSE13506	GSM340492	T	None	6.97728
39	Adipose-Normal	GSE13506	GSM340493	T	None	7.2573876
40	Adipose-Normal	GSE13506	GSM340494	T	None	6.9425144
41	Adipose-Normal	GSE13506	GSM340495	T	None	6.894818
42	Adipose-Normal	GSE13506	GSM340496	T	None	6.768184
43	Adipose-Normal	GSE13506	GSM340497	T	None	7.2384048
44	Adipose-Normal	GSE13506	GSM340498	T	None	7.4178524
45	Adipose-Normal	GSE13506	GSM340499	T	None	7.159871
46	Adipose-Normal	GSE13506	GSM340500	T	None	7.2191687
47	Adipose-Normal	GSE13506	GSM340501	T	None	7.357552
48	Adipose-Normal	GSE13506	GSM340502	T	None	7.2854023
49	Adipose-Normal	GSE13506	GSM340503	T	None	7.0768156
50	Adipose-Normal	GSE13506	GSM340504	T	None	7.426265
51	Adipose-Normal	GSE13506	GSM340505	T	None	7.022368
52	Adipose-Normal	GSE13506	GSM340506	T	None	6.820179
53	Adipose-Normal	GSE13506	GSM340507	T	None	7.6510515
54	Adipose-Normal	GSE13506	GSM340508	T	None	7.3037806
55	Adipose-Normal	GSE13506	GSM340509	T	None	6.9425144
56	Adipose-Normal	GSE13506	GSM340510	T	None	7.3923173
57	Adipose-Normal	GSE13506	GSM340511	T	None	7.4757333
58	Adipose-Normal	GSE13506	GSM340512	T	None	7.2573876
59	Adipose-Normal	GSE13506	GSM340513	T	None	7.4757333
60	Adipose-Normal	GSE13506	GSM340514	T	None	7.022368
61	Adipose-Normal	GSE13506	GSM340515	T	None	7.2384048
62	Adipose-Normal	GSE13506	GSM340516	T	None	6.807355
63	Adipose-Normal	GSE13506	GSM340517	T	None	6.33985
64	Adipose-Normal	GSE13506	GSM340518	T	None	7.011227
65	Adipose-Normal	GSE13506	GSM340519	T	None	7.0
66	Adipose-Normal	GSE13506	GSM340520	T	None	7.228819
67	Adipose-Normal	GSE13506	GSM340521	T	None	7.098032
68	Adipose-Normal	GSE13506	GSM340522	T	None	6.8703647
69	Adipose-Normal	GSE13506	GSM340523	T	None	7.1189413
70	Adipose-Normal	GSE13506	GSM340524	T	None	7.312883
71	Adipose-Normal	GSE13506	GSM340525	T	None	7.2479277
72	Adipose-Normal	GSE13506	GSM340526	T	None	7.179909
73	Adipose-Normal	GSE13506	GSM340527	T	None	7.5849624
74	Adipose-Normal	GSE13506	GSM340528	T	None	7.0768156
75	Adipose-Normal	GSE13506	GSM340529	T	None	7.61471
76	Adipose-Normal	GSE13506	GSM340530	T	None	7.2946205
77	Adipose-Normal	GSE13506	GSM340531	T	None	6.820179
78	Adipose-Normal	GSE13506	GSM340532	T	None	6.794416
79	Adipose-Normal	GSE13506	GSM340533	T	None	6.882643
80	Adipose-Normal	GSE13506	GSM340534	T	None	7.2094536
81	Adipose-Normal	GSE13506	GSM340535	T	None	7.3923173
82	Adipose-Normal	GSE13506	GSM340536	T	None	7.066089
83	Adrenal_Gland-Cancer	GSE19776	GSM1094056	T	None	9.375039
84	Adrenal_Gland-Cancer	GSE19776	GSM1094057	T	None	8.994353
85	Adrenal_Gland-Cancer	GSE19776	GSM1094058	T	None	9.515699
86	Adrenal_Gland-Cancer	GSE19776	GSM1094059	T	None	7.491853
87	Adrenal_Gland-Cancer	GSE19776	GSM1094060	T	None	8.918863
88	Adrenal_Gland-Cancer	GSE19776	GSM1094061	T	None	8.0443945
89	Adrenal_Gland-Cancer	GSE19776	GSM1094062	T	None	7.9886847
90	Adrenal_Gland-Cancer	GSE19776	GSM1094063	T	None	8.682995
91	Adrenal_Gland-Cancer	GSE19776	GSM1094064	T	None	8.321928
92	Adrenal_Gland-Cancer	GSE19776	GSM1094065	T	None	9.42836
93	Adrenal_Gland-Cancer	GSE19776	GSM1094066	T	None	8.312883
94	Adrenal_Gland-Cancer	GSE19776	GSM1094067	T	None	7.011227
95	Adrenal_Gland-Cancer	GSE19776	GSM1094068	T	None	8.717676
96	Adrenal_Gland-Cancer	GSE19776	GSM1094069	T	None	10.697836
97	Adrenal_Gland-Cancer	GSE19776	GSM1094070	T	None	8.710807
98	Adrenal_Gland-Cancer	GSE19776	GSM1094071	T	None	10.032045
99	Adrenal_Gland-Cancer	GSE19776	GSM1094072	T	None	8.224002
100	Adrenal_Gland-Cancer	GSE19776	GSM1094073	T	None	8.40088
101	Adrenal_Gland-Cancer	GSE19776	GSM1094074	T	None	7.4008794
102	Adrenal_Gland-Cancer	GSE19776	GSM1094075	T	None	7.61471
103	Adrenal_Gland-Cancer	GSE19776	GSM1094076	T	None	8.087462
104	Adrenal_Gland-Cancer	GSE19776	GSM1094077	T	None	10.098032
105	Adrenal_Gland-Cancer	GSE19776	GSM1094078	T	None	10.384784
106	Adrenal_Gland-Cancer	GSE19776	GSM1094079	T	None	8.888743
107	Adrenal_Gland-Cancer	GSE19776	GSM1094080	T	None	9.28077
108	Adrenal_Gland-Cancer	GSE2109	GSM117754	T	None	7.098032
109	Adrenal_Gland-Cancer	GSE2109	GSM203678	T	None	7.2573876
110	Adrenal_Gland-Cancer	GSE8514	GSM211446	T	None	7.693487
111	Adrenal_Gland-Cancer	GSE8514	GSM211451	T	None	7.882643
112	Adrenal_Gland-Cancer	GSE8514	GSM211452	T	None	7.5622425
113	Adrenal_Gland-Cancer	GSE8514	GSM211453	T	None	7.4838157
114	Adrenal_Gland-Cancer	GSE8514	GSM211454	T	None	7.693487
115	Adrenal_Gland-Cancer	GSE8514	GSM211455	T	None	8.005625
116	Adrenal_Gland-Cancer	GSE8514	GSM211456	T	None	7.539159
117	Adrenal_Gland-Cancer	GSE8514	GSM211457	T	None	7.960002
118	Adrenal_Gland-Cancer	GSE8514	GSM211458	T	None	7.7073593
119	Adrenal_Gland-Cancer	GSE8514	GSM211459	T	None	7.7142453
120	Adrenal_Gland-Cancer	GSE8514	GSM211460	T	None	7.523562
121	Adrenal_Gland-Cancer	GSE2109	GSM38072	T	None	8.266787
122	Adrenal_Gland-Cancer	GSE2109	GSM46946	T	None	7.894818
123	Adrenal_Gland-Cancer	GSE19776	GSM493255	T	None	10.789534
124	Adrenal_Gland-Cancer	GSE19776	GSM493256	T	None	8.189824
125	Adrenal_Gland-Cancer	GSE19776	GSM493257	T	None	8.290019
126	Adrenal_Gland-Cancer	GSE19776	GSM493258	T	None	6.894818
127	Adrenal_Gland-Cancer	GSE19776	GSM493259	T	None	8.113742
128	Adrenal_Gland-Cancer	GSE19776	GSM493260	T	None	7.9068904
129	Adrenal_Gland-Cancer	GSE19776	GSM493261	T	None	8.179909
130	Adrenal_Gland-Cancer	GSE19776	GSM493262	T	None	7.491853
131	Adrenal_Gland-Cancer	GSE19776	GSM493263	T	None	7.523562
132	Adrenal_Gland-Cancer	GSE19776	GSM493264	T	None	7.820179
133	Adrenal_Gland-Cancer	GSE19776	GSM493265	T	None	8.113742
134	Adrenal_Gland-Cancer	GSE19776	GSM493266	T	None	7.3923173
135	Adrenal_Gland-Cancer	GSE19776	GSM493267	T	None	7.748193
136	Adrenal_Gland-Cancer	GSE19776	GSM493268	T	None	7.6220517
137	Adrenal_Gland-Cancer	GSE19776	GSM493269	T	None	7.7142453
138	Adrenal_Gland-Cancer	GSE19776	GSM493270	T	None	8.087462
139	Adrenal_Gland-Cancer	GSE19776	GSM493271	T	None	8.124122
140	Adrenal_Gland-Cancer	GSE19776	GSM493272	T	None	7.5157
141	Adrenal_Gland-Cancer	GSE19776	GSM493273	T	None	8.149747
142	Adrenal_Gland-Cancer	GSE33371	GSM825377	T	None	8.543032
143	Adrenal_Gland-Cancer	GSE33371	GSM825378	T	None	7.9128895
144	Adrenal_Gland-Cancer	GSE33371	GSM825379	T	None	7.8641863
145	Adrenal_Gland-Cancer	GSE33371	GSM825380	T	None	7.70044
146	Adrenal_Gland-Cancer	GSE33371	GSM825381	T	None	8.159871
147	Adrenal_Gland-Cancer	GSE33371	GSM825382	T	None	7.774787
148	Adrenal_Gland-Cancer	GSE33371	GSM825383	T	None	8.204571
149	Adrenal_Gland-Cancer	GSE33371	GSM825384	T	None	8.3706875
150	Adrenal_Gland-Cancer	GSE33371	GSM825385	T	None	8.129283
151	Adrenal_Gland-Cancer	GSE33371	GSM825386	T	None	7.84549
152	Adrenal_Gland-Cancer	GSE33371	GSM825387	T	None	7.807355
153	Adrenal_Gland-Cancer	GSE33371	GSM825388	T	None	8.0821495
154	Adrenal_Gland-Cancer	GSE33371	GSM825389	T	None	8.33985
155	Adrenal_Gland-Cancer	GSE33371	GSM825390	T	None	8.071463
156	Adrenal_Gland-Cancer	GSE33371	GSM825391	T	None	7.9943533
157	Adrenal_Gland-Cancer	GSE33371	GSM825392	T	None	7.7279205
158	Adrenal_Gland-Cancer	GSE33371	GSM825393	T	None	8.06609
159	Adrenal_Gland-Cancer	GSE33371	GSM825394	T	None	7.768184
160	Adrenal_Gland-Cancer	GSE33371	GSM825395	T	None	8.2526655
161	Adrenal_Gland-Cancer	GSE33371	GSM825396	T	None	7.960002
162	Adrenal_Gland-Cancer	GSE33371	GSM825397	T	None	7.434628
163	Adrenal_Gland-Cancer	GSE33371	GSM825398	T	None	7.8887434
164	Adrenal_Gland-Cancer	GSE33371	GSM825399	T	None	7.965784
165	Adrenal_Gland-Cancer	GSE33371	GSM825400	T	None	7.5157
166	Adrenal_Gland-Cancer	GSE33371	GSM825401	T	None	9.240791
167	Adrenal_Gland-Cancer	GSE33371	GSM825402	T	None	8.422065
168	Adrenal_Gland-Cancer	GSE33371	GSM825403	T	None	8.603626
169	Adrenal_Gland-Cancer	GSE33371	GSM825404	T	None	8.257388
170	Adrenal_Gland-Cancer	GSE33371	GSM825405	T	None	7.6510515
171	Adrenal_Gland-Cancer	GSE33371	GSM825406	T	None	8.113742
172	Adrenal_Gland-Cancer	GSE33371	GSM825407	T	None	10.365229
173	Adrenal_Gland-Cancer	GSE33371	GSM825408	T	None	7.8703647
174	Adrenal_Gland-Cancer	GSE33371	GSM825409	T	None	8.475734
175	Adrenal_Gland-Cancer	GSE33371	GSM825410	T	None	7.7347097
176	Adrenal_Gland-Cancer	GSE33371	GSM825411	T	None	7.97728
177	Adrenal_Gland-Cancer	GSE33371	GSM825412	T	None	8.61471
178	Adrenal_Gland-Cancer	GSE33371	GSM825413	T	None	8.495855
179	Adrenal_Gland-Cancer	GSE33371	GSM825414	T	None	8.219169
180	Adrenal_Gland-Cancer	GSE33371	GSM825415	T	None	7.665336
181	Adrenal_Gland-Cancer	GSE33371	GSM825416	T	None	9.348728
182	Adrenal_Gland-Cancer	GSE33371	GSM825417	T	None	7.894818
183	Adrenal_Gland-Cancer	GSE33371	GSM825418	T	None	7.1898246
184	Adrenal_Gland-Cancer	GSE33371	GSM825419	T	None	8.290019
185	Adrenal_Gland-Cancer	GSE33371	GSM825420	T	None	8.392318
186	Adrenal_Gland-Cancer	GSE33371	GSM825421	T	None	8.584963
187	Adrenal_Gland-Cancer	GSE33371	GSM825422	T	None	9.124122
188	Adrenal_Gland-Cancer	GSE33371	GSM825423	T	None	8.149747
189	Adrenal_Gland-Cancer	GSE33371	GSM825424	T	None	9.390169
190	Adrenal_Gland-Cancer	GSE33371	GSM825425	T	None	9.79604
191	Adrenal_Gland-Cancer	GSE33371	GSM825426	T	None	9.398744
192	Adrenal_Gland-Cancer	GSE33371	GSM825427	T	None	7.857981
193	Adrenal_Gland-Cancer	GSE33371	GSM825428	T	None	8.807355
194	Adrenal_Gland-Cancer	GSE33371	GSM825429	T	None	8.839204
195	Adrenal_Gland-Cancer	GSE33371	GSM825430	T	None	7.8887434
196	Adrenal_Gland-Cancer	GSE33371	GSM825431	T	None	8.238404
197	Adrenal_Gland-Normal	GSE43346	GSM1060745	T	None	7.2761245
198	Adrenal_Gland-Normal	GSE8514	GSM211447	T	None	7.6293564
199	Adrenal_Gland-Normal	GSE8514	GSM211448	T	None	7.2761245
200	Adrenal_Gland-Normal	GSE8514	GSM211449	T	None	7.4429436
201	Adrenal_Gland-Normal	GSE8514	GSM211450	T	None	7.741467
202	Adrenal_Gland-Normal	GSE19776	GSM493251	T	None	7.665336
203	Adrenal_Gland-Normal	GSE19776	GSM493252	T	None	7.4429436
204	Adrenal_Gland-Normal	GSE19776	GSM493253	T	None	7.807355
205	Adrenal_Gland-Normal	GSE19776	GSM493254	T	None	7.7073593
206	Adrenal_Gland-Normal	GSE33371	GSM825367	T	None	7.97728
207	Adrenal_Gland-Normal	GSE33371	GSM825368	T	None	8.0821495
208	Adrenal_Gland-Normal	GSE33371	GSM825369	T	None	7.8265486
209	Adrenal_Gland-Normal	GSE33371	GSM825370	T	None	7.8887434
210	Adrenal_Gland-Normal	GSE33371	GSM825371	T	None	7.971544
211	Adrenal_Gland-Normal	GSE33371	GSM825372	T	None	8.23362
212	Adrenal_Gland-Normal	GSE33371	GSM825373	T	None	8.23362
213	Adrenal_Gland-Normal	GSE33371	GSM825374	T	None	7.321928
214	Adrenal_Gland-Normal	GSE33371	GSM825375	T	None	7.5313816
215	Adrenal_Gland-Normal	GSE33371	GSM825376	T	None	7.357552
246	Bladder-Cancer	GSE2109	GSM102434	T	None	7.7879024
247	Bladder-Cancer	GSE2109	GSM102437	T	None	7.1898246
248	Bladder-Cancer	GSE2109	GSM102470	T	None	7.6582117
249	Bladder-Cancer	GSE2109	GSM102475	T	None	9.312883
253	Bladder-Cancer	GSE2109	GSM117677	T	None	7.321928
254	Bladder-Cancer	GSE2109	GSM137919	T	None	7.228819
255	Bladder-Cancer	GSE2109	GSM137976	T	None	8.098032
256	Bladder-Cancer	GSE2109	GSM152625	T	None	7.9188633
257	Bladder-Cancer	GSE2109	GSM152717	T	None	8.113742
258	Bladder-Cancer	GSE2109	GSM152732	T	None	8.885696
259	Bladder-Cancer	GSE2109	GSM152779	T	None	6.97728
260	Bladder-Cancer	GSE2109	GSM152797	T	None	7.2667866
261	Bladder-Cancer	GSE2109	GSM179874	T	None	8.219169
262	Bladder-Cancer	GSE2109	GSM179921	T	None	7.491853
263	Bladder-Cancer	GSE2109	GSM179926	T	None	7.839204
264	Bladder-Cancer	GSE7476	GSM180995	T	None	8.361944
265	Bladder-Cancer	GSE7476	GSM180996	T	None	8.0223675
266	Bladder-Cancer	GSE7476	GSM180997	T	None	8.665336
267	Bladder-Cancer	GSE7476	GSM180998	T	None	8.321928
268	Bladder-Cancer	GSE7476	GSM180999	T	None	7.971544
269	Bladder-Cancer	GSE7476	GSM181000	T	None	8.519636
270	Bladder-Cancer	GSE7476	GSM181001	T	None	8.689998
271	Bladder-Cancer	GSE7476	GSM181002	T	None	9.0741415
272	Bladder-Cancer	GSE2109	GSM203714	T	None	6.61471
273	Bladder-Cancer	GSE2109	GSM203738	T	None	8.417852
274	Bladder-Cancer	GSE2109	GSM203753	T	None	7.960002
275	Bladder-Cancer	GSE2109	GSM203793	T	None	7.7279205
276	Bladder-Cancer	GSE2109	GSM231906	T	None	7.366322
277	Bladder-Cancer	GSE2109	GSM46920	T	None	8.40088
278	Bladder-Cancer	GSE2109	GSM53030	T	None	8.011228
279	Bladder-Cancer	GSE2109	GSM53097	T	None	7.7615514
280	Bladder-Cancer	GSE2109	GSM53117	T	None	7.9068904
281	Bladder-Cancer	GSE2109	GSM53137	T	None	9.3663225
282	Bladder-Cancer	GSE2109	GSM53139	T	None	8.005625
283	Bladder-Cancer	GSE30522	GSM756939	T	None	7.2667866
284	Bladder-Cancer	GSE30522	GSM756940	T	None	10.302639
285	Bladder-Cancer	GSE2109	GSM76532	T	None	8.459432
286	Bladder-Cancer	GSE31189	GSM773124	T	None	7.8009
287	Bladder-Cancer	GSE31189	GSM773125	T	None	8.951284
288	Bladder-Cancer	GSE31189	GSM773126	T	None	8.467606
289	Bladder-Cancer	GSE31189	GSM773127	T	None	6.643856
290	Bladder-Cancer	GSE31189	GSM773128	T	None	5.83289
291	Bladder-Cancer	GSE31189	GSM773129	T	None	8.942514
292	Bladder-Cancer	GSE31189	GSM773130	T	None	8.675957
293	Bladder-Cancer	GSE31189	GSM773131	T	None	8.1848755
294	Bladder-Cancer	GSE31189	GSM773132	T	None	8.8008995
295	Bladder-Cancer	GSE31189	GSM773133	T	None	8.0821495
296	Bladder-Cancer	GSE31189	GSM773134	T	None	8.430452
297	Bladder-Cancer	GSE31189	GSM773135	T	None	7.554589
298	Bladder-Cancer	GSE31189	GSM773136	T	None	8.257388
299	Bladder-Cancer	GSE31189	GSM773137	T	None	7.971544
300	Bladder-Cancer	GSE31189	GSM773138	T	None	6.507795
301	Bladder-Cancer	GSE31189	GSM773139	T	None	8.308339
302	Bladder-Cancer	GSE31189	GSM773140	T	None	8.243174
303	Bladder-Cancer	GSE31189	GSM773141	T	None	7.8137813
304	Bladder-Cancer	GSE31189	GSM773142	T	None	7.4008794
305	Bladder-Cancer	GSE31189	GSM773143	T	None	7.768184
306	Bladder-Cancer	GSE31189	GSM773144	T	None	7.9943533
307	Bladder-Cancer	GSE31189	GSM773145	T	None	8.247928
308	Bladder-Cancer	GSE31189	GSM773146	T	None	7.876517
309	Bladder-Cancer	GSE31189	GSM773147	T	None	7.70044
310	Bladder-Cancer	GSE31189	GSM773148	T	None	8.519636
311	Bladder-Cancer	GSE31189	GSM773149	T	None	8.33539
312	Bladder-Cancer	GSE31189	GSM773150	T	None	7.693487
313	Bladder-Cancer	GSE31189	GSM773151	T	None	8.204571
314	Bladder-Cancer	GSE31189	GSM773152	T	None	5.857981
315	Bladder-Cancer	GSE31189	GSM773153	T	None	6.643856
316	Bladder-Cancer	GSE31189	GSM773154	T	None	8.622052
317	Bladder-Cancer	GSE31189	GSM773155	T	None	7.807355
318	Bladder-Cancer	GSE31189	GSM773156	T	None	8.353147
319	Bladder-Cancer	GSE31189	GSM773157	T	None	7.9068904
320	Bladder-Cancer	GSE31189	GSM773158	T	None	7.6865005
321	Bladder-Cancer	GSE31189	GSM773159	T	None	8.611025
322	Bladder-Cancer	GSE31189	GSM773160	T	None	8.317412
323	Bladder-Cancer	GSE31189	GSM773161	T	None	8.625709
324	Bladder-Cancer	GSE31189	GSM773162	T	None	8.611025
325	Bladder-Cancer	GSE31189	GSM773163	T	None	7.9128895
326	Bladder-Cancer	GSE31189	GSM773164	T	None	7.8887434
327	Bladder-Cancer	GSE31189	GSM773165	T	None	8.451211
328	Bladder-Cancer	GSE31189	GSM773166	T	None	7.539159
329	Bladder-Cancer	GSE31189	GSM773167	T	None	8.06609
330	Bladder-Cancer	GSE31189	GSM773168	T	None	7.70044
331	Bladder-Cancer	GSE31189	GSM773169	T	None	7.965784
332	Bladder-Cancer	GSE31189	GSM773170	T	None	8.129283
333	Bladder-Cancer	GSE31189	GSM773171	T	None	7.7813597
334	Bladder-Cancer	GSE31189	GSM773172	T	None	8.209454
335	Bladder-Cancer	GSE31189	GSM773173	T	None	7.7548876
336	Bladder-Cancer	GSE31189	GSM773174	T	None	7.900867
337	Bladder-Cancer	GSE31189	GSM773175	T	None	8.108524
338	Bladder-Cancer	GSE31684	GSM786491	T	None	7.2384048
339	Bladder-Cancer	GSE31684	GSM786492	T	None	8.3663225
340	Bladder-Cancer	GSE31684	GSM786493	T	None	8.774787
341	Bladder-Cancer	GSE31684	GSM786494	T	None	8.4346285
342	Bladder-Cancer	GSE31684	GSM786495	T	None	7.9307375
343	Bladder-Cancer	GSE31684	GSM786496	T	None	9.326429
344	Bladder-Cancer	GSE31684	GSM786497	T	None	8.700439
345	Bladder-Cancer	GSE31684	GSM786498	T	None	8.303781
346	Bladder-Cancer	GSE31684	GSM786499	T	None	8.7414665
347	Bladder-Cancer	GSE31684	GSM786500	T	None	8.154819
348	Bladder-Cancer	GSE31684	GSM786501	T	None	8.721099
349	Bladder-Cancer	GSE31684	GSM786502	T	None	9.2946205
350	Bladder-Cancer	GSE31684	GSM786503	T	None	8.098032
351	Bladder-Cancer	GSE31684	GSM786504	T	None	7.7548876
352	Bladder-Cancer	GSE31684	GSM786505	T	None	7.33985
353	Bladder-Cancer	GSE31684	GSM786506	T	None	8.3663225
354	Bladder-Cancer	GSE31684	GSM786507	T	None	8.06609
355	Bladder-Cancer	GSE31684	GSM786508	T	None	8.754888
356	Bladder-Cancer	GSE31684	GSM786509	T	None	8.361944
357	Bladder-Cancer	GSE31684	GSM786510	T	None	8.707359
358	Bladder-Cancer	GSE31684	GSM786511	T	None	8.625709
359	Bladder-Cancer	GSE31684	GSM786512	T	None	9.377211
360	Bladder-Cancer	GSE31684	GSM786513	T	None	8.049849
361	Bladder-Cancer	GSE31684	GSM786514	T	None	8.049849
362	Bladder-Cancer	GSE31684	GSM786515	T	None	8.5736475
363	Bladder-Cancer	GSE31684	GSM786516	T	None	8.174926
364	Bladder-Cancer	GSE31684	GSM786517	T	None	8.361944
365	Bladder-Cancer	GSE31684	GSM786518	T	None	9.236014
366	Bladder-Cancer	GSE31684	GSM786519	T	None	8.348728
367	Bladder-Cancer	GSE31684	GSM786520	T	None	8.731319
368	Bladder-Cancer	GSE31684	GSM786521	T	None	9.461479
369	Bladder-Cancer	GSE31684	GSM786522	T	None	8.584963
370	Bladder-Cancer	GSE31684	GSM786523	T	None	8.092757
371	Bladder-Cancer	GSE31684	GSM786524	T	None	7.971544
372	Bladder-Cancer	GSE31684	GSM786525	T	None	7.9188633
373	Bladder-Cancer	GSE31684	GSM786526	T	None	7.7142453
374	Bladder-Cancer	GSE31684	GSM786527	T	None	8.8008995
375	Bladder-Cancer	GSE31684	GSM786528	T	None	8.2526655
376	Bladder-Cancer	GSE31684	GSM786529	T	None	9.098032
377	Bladder-Cancer	GSE31684	GSM786530	T	None	8.076816
378	Bladder-Cancer	GSE31684	GSM786531	T	None	8.675957
379	Bladder-Cancer	GSE31684	GSM786532	T	None	8.787903
380	Bladder-Cancer	GSE31684	GSM786533	T	None	7.2479277
381	Bladder-Cancer	GSE31684	GSM786534	T	None	8.1947565
382	Bladder-Cancer	GSE31684	GSM786535	T	None	9.556506
383	Bladder-Cancer	GSE31684	GSM786536	T	None	7.70044
384	Bladder-Cancer	GSE31684	GSM786537	T	None	8.0821495
385	Bladder-Cancer	GSE31684	GSM786538	T	None	7.426265
386	Bladder-Cancer	GSE31684	GSM786539	T	None	8.06609
387	Bladder-Cancer	GSE31684	GSM786540	T	None	7.9886847
388	Bladder-Cancer	GSE31684	GSM786541	T	None	8.243174
389	Bladder-Cancer	GSE31684	GSM786542	T	None	8.672425
390	Bladder-Cancer	GSE31684	GSM786543	T	None	8.0
391	Bladder-Cancer	GSE31684	GSM786544	T	None	8.523562
392	Bladder-Cancer	GSE31684	GSM786545	T	None	8.174926
393	Bladder-Cancer	GSE31684	GSM786546	T	None	8.113742
394	Bladder-Cancer	GSE31684	GSM786547	T	None	8.717676
395	Bladder-Cancer	GSE31684	GSM786548	T	None	9.238404
396	Bladder-Cancer	GSE31684	GSM786549	T	None	9.049849
397	Bladder-Cancer	GSE31684	GSM786550	T	None	9.812178
398	Bladder-Cancer	GSE31684	GSM786551	T	None	8.285402
399	Bladder-Cancer	GSE31684	GSM786552	T	None	9.084808
400	Bladder-Cancer	GSE31684	GSM786553	T	None	8.257388
401	Bladder-Cancer	GSE31684	GSM786554	T	None	8.413628
402	Bladder-Cancer	GSE31684	GSM786555	T	None	8.539159
403	Bladder-Cancer	GSE31684	GSM786556	T	None	8.475734
404	Bladder-Cancer	GSE31684	GSM786557	T	None	7.882643
405	Bladder-Cancer	GSE31684	GSM786558	T	None	8.523562
406	Bladder-Cancer	GSE31684	GSM786559	T	None	8.527477
407	Bladder-Cancer	GSE31684	GSM786560	T	None	8.204571
408	Bladder-Cancer	GSE31684	GSM786561	T	None	8.442944
409	Bladder-Cancer	GSE31684	GSM786562	T	None	7.6724253
410	Bladder-Cancer	GSE31684	GSM786563	T	None	8.60733
411	Bladder-Cancer	GSE31684	GSM786564	T	None	9.469642
412	Bladder-Cancer	GSE31684	GSM786565	T	None	8.154819
413	Bladder-Cancer	GSE31684	GSM786566	T	None	8.2526655
414	Bladder-Cancer	GSE31684	GSM786567	T	None	7.8137813
415	Bladder-Cancer	GSE31684	GSM786568	T	None	8.149747
416	Bladder-Cancer	GSE31684	GSM786569	T	None	8.243174
417	Bladder-Cancer	GSE31684	GSM786570	T	None	8.954196
418	Bladder-Cancer	GSE31684	GSM786571	T	None	8.3663225
419	Bladder-Cancer	GSE31684	GSM786572	T	None	7.6293564
420	Bladder-Cancer	GSE31684	GSM786573	T	None	8.48784
421	Bladder-Cancer	GSE31684	GSM786574	T	None	8.2946205
422	Bladder-Cancer	GSE31684	GSM786575	T	None	8.005625
423	Bladder-Cancer	GSE31684	GSM786576	T	None	7.61471
424	Bladder-Cancer	GSE31684	GSM786577	T	None	8.317412
425	Bladder-Cancer	GSE31684	GSM786578	T	None	8.804131
426	Bladder-Cancer	GSE31684	GSM786579	T	None	8.710807
427	Bladder-Cancer	GSE31684	GSM786580	T	None	10.047124
428	Bladder-Cancer	GSE31684	GSM786581	T	None	6.7813597
429	Bladder-Cancer	GSE31684	GSM786582	T	None	7.5698557
430	Bladder-Cancer	GSE31684	GSM786583	T	None	9.014021
433	Bladder-Cancer	GSE2109	GSM88993	T	None	7.9829936
434	Bladder-Cancer	GSE2109	GSM89048	T	None	8.569856
435	Bladder-Cancer	GSE2109	GSM89073	T	None	8.238404
